"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"India","Jharkhand",2020-06-13,1617,8,672,937,"IN","IND"
"India","Karnataka",2020-06-13,6516,79,3440,2997,"IN","IND"
"India","Kerala",2020-06-13,2322,19,1000,1303,"IN","IND"
"India","Ladakh",2020-06-13,239,1,62,176,"IN","IND"
"India","Madhya Pradesh",2020-06-13,10443,440,7201,2802,"IN","IND"
"India","Goa",2020-06-14,523,0,70,453,"IN","IND"
"India","Gujarat",2020-06-14,23038,1448,15883,5707,"IN","IND"
"India","Haryana",2020-06-14,6749,78,2803,3868,"IN","IND"
"India","Himachal Pradesh",2020-06-14,502,6,313,183,"IN","IND"
"India","Jammu and Kashmir",2020-06-14,4878,55,2269,2554,"IN","IND"
"India","Jharkhand",2020-06-14,1711,8,816,887,"IN","IND"
"India","Karnataka",2020-06-14,6824,81,3648,3095,"IN","IND"
"India","Kerala",2020-06-14,2407,19,1046,1342,"IN","IND"
"India","Ladakh",2020-06-14,437,1,68,368,"IN","IND"
"India","Madhya Pradesh",2020-06-14,10641,447,7377,2817,"IN","IND"
"India","Maharashtra",2020-06-14,104568,3830,49346,51392,"IN","IND"
"India","Manipur",2020-06-14,449,0,91,358,"IN","IND"
"India","Meghalaya",2020-06-14,44,1,22,21,"IN","IND"
"India","Mizoram",2020-06-14,107,0,1,106,"IN","IND"
"India","Nagaland",2020-06-14,163,0,76,87,"IN","IND"
"India","Odisha",2020-06-14,3723,10,2594,1119,"IN","IND"
"India","Puducherry",2020-06-14,176,2,82,92,"IN","IND"
"India","Punjab",2020-06-14,3063,65,2327,671,"IN","IND"
"India","Rajasthan",2020-06-14,12401,282,9337,2782,"IN","IND"
"India","Sikkim",2020-06-14,63,0,4,59,"IN","IND"
"India","Tamil Nadu",2020-06-14,42687,397,23409,18881,"IN","IND"
"India","Telangana",2020-06-14,4737,182,2352,2203,"IN","IND"
"India","Tripura",2020-06-14,1046,1,315,730,"IN","IND"
"India","Unknown",2020-06-14,7436,0,0,7436,"IN","IND"
"India","Uttar Pradesh",2020-06-14,13118,385,7875,4858,"IN","IND"
"India","Uttarakhand",2020-06-14,1785,23,1077,685,"IN","IND"
"India","West Bengal",2020-06-14,10698,463,4542,5693,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-14,38,0,33,5,"IN","IND"
